priority_score,tax_delinquent,occupancy,property_address,unit,property_type,owner_name,owner_type,mailing_address,mailing_city,mailing_state,mailing_zip,foreign_address_hint,estate_or_heirs,life_estate,trust,corporate,care_of_mailing,et_al_multiple_owners,owner_next_door,likely_inherited,last_sale_date,last_sale_price,last_sale_type,years_since_last_sale,deed_book,deed_page,assessed_total,assessed_land,assessed_building,year_built,style,units,living_area_sqft,lot_size_sqft,zoning,parcel_id,use_code,use_description,tax_delinquent_detail,tax_delinquent_source,lat,lon,map_link,loc_id,data_vintage
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 408,408,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,201000,0,201000,,Condo,1,685,,7,39-51-408,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 409,409,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-409,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 410,410,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-410,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 501,501,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-501,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 502,502,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-502,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 503,503,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-503,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 504,504,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-504,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 505,505,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,264000,0,264000,,Condo,1,1112,,7,39-51-505,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 506,506,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,256000,0,256000,,Condo,1,1040,,7,39-51-506,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 507,507,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,208000,0,208000,,Condo,1,726,,7,39-51-507,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 508,508,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,201000,0,201000,,Condo,1,685,,7,39-51-508,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 509,509,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-509,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 510,510,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-510,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 601,601,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-601,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 602,602,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-602,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 603,603,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-603,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 604,604,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-604,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 605,605,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,264000,0,264000,,Condo,1,1112,,7,39-51-605,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 606,606,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,256000,0,256000,,Condo,1,1040,,7,39-51-606,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 607,607,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,208000,0,208000,,Condo,1,726,,7,39-51-607,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 608,608,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,201000,0,201000,,Condo,1,685,,7,39-51-608,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 609,609,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-609,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 610,610,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-610,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 701,701,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-701,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 702,702,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-702,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 703,703,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-703,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 704,704,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-704,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 705,705,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,264000,0,264000,,Condo,1,1112,,7,39-51-705,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 706,706,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,256000,0,256000,,Condo,1,1040,,7,39-51-706,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 707,707,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,208000,0,208000,,Condo,1,726,,7,39-51-707,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 708,708,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,201000,0,201000,,Condo,1,685,,7,39-51-708,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 709,709,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-709,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,51 HILL RD UNIT 710,710,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-51-710,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - out of state,527 COMMON ST,,"Mixed use, mostly residential",BELMONT RESIDENTIAL PROPERTY OWNER LLC,LLC / corporate,2727 LBJ FREEWAY SUITE 806,DALLAS,TX,75234,,,,,YES,,,,,2016-10-19,14260000,market sale,10,68233,123,3027000,907000,2120000,,,,,25081,4,12-233,013,"Mixed Use (Primarily Residential, some Commercial)",,,42.379755,-71.175625,"https://maps.google.com/?q=42.379755,-71.175625",F_743810_2963576,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 101,101,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-53-101,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 102,102,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-53-102,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 103,103,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-53-103,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 104,104,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-53-104,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 105,105,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,153000,0,153000,,Condo,1,437,,7,39-53-105,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 106,106,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,256000,0,256000,,Condo,1,1040,,7,39-53-106,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 107,107,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,208000,0,208000,,Condo,1,726,,7,39-53-107,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 108,108,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,201000,0,201000,,Condo,1,685,,7,39-53-108,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 109,109,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-53-109,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 110,110,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-53-110,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 111,111,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-53-111,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 112,112,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-53-112,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 201,201,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-53-201,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 202,202,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-53-202,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 203,203,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-53-203,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 204,204,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-53-204,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 205,205,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,253000,0,253000,,Condo,1,1010,,7,39-53-205,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 206,206,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,256000,0,256000,,Condo,1,1040,,7,39-53-206,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 207,207,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,208000,0,208000,,Condo,1,726,,7,39-53-207,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 208,208,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,201000,0,201000,,Condo,1,685,,7,39-53-208,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 209,209,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-53-209,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 210,210,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-53-210,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 211,211,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-53-211,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 212,212,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-53-212,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 301,301,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-53-301,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 302,302,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-53-302,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
4,,absentee - owner elsewhere in Belmont,53 HILL RD UNIT 303,303,Condominium,OAK REALTY & SERVICE COMPANY LLC,LLC / corporate,4 HILL RD,BELMONT,MA,02478,,,,,YES,,,,,2015-10-23,1,nominal / non-arms-length transfer,11,66271,339,261000,0,261000,,Condo,1,1086,,7,39-53-303,102,Residential Condominium,,,42.396912,-71.156792,"https://maps.google.com/?q=42.396912,-71.156792",F_748522_2969609,CY24_FY24
